,version,precio,combustible,CV,km,lugar,año,link,modelo,marca
3293,                 Volkswagen Golf  1.5 TSI Evo Advance             ,21.4, Gasolina, 150 cv,                 10.801               ,                  Madrid             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-15-tsi-evo-advance-dsg7-110kw-en-madrid.htm?id=6823263,Golf,Volkswagen
3294,                 Ford EcoSport  1.0 EcoBoost Trend             ,14.8, Gasolina, 125 cv,                 28.000               ,                  Madrid             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-ford-ecosport-10-ecoboost-trend-125-en-madrid.htm?id=6823259,EcoSport,Ford
3295,                 Volkswagen Golf  1.5 TSI Evo Advance             ,20.6, Gasolina, 150 cv,                 32.560               ,                  Madrid             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-15-tsi-evo-advance-dsg7-110kw-en-madrid.htm?id=6823247,Golf,Volkswagen
3296,                 Volkswagen Golf  1.5 TSI Evo Advance             ,21.4, Gasolina, 150 cv,                 14.149               ,                  Madrid             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-15-tsi-evo-advance-dsg7-110kw-en-madrid.htm?id=6823245,Golf,Volkswagen
3297,                 Peugeot 508  1.5BlueHDi S&S             ,20.6, Diesel, 130 cv,                 59.265               ,                  Barcelona             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-508-15bluehdi-s_s-allure-130-en-barcelona.htm?id=6823173,508,Peugeot
3298,                 Jeep Compass  1.3 Gse T4 S 4x2 150             ,32.25, Gasolina, 150 cv,                 40               ,                  Barcelona             ,2022,https://www.coches.com/km0/seminuevo-jeep-compass-13-gse-t4-s-4x2-150-dct-en-barcelona.htm?id=6823153,Compass,Jeep
3299,                 Jeep Compass  1.3 Gse T4 S 4x2 150             ,32.25, Gasolina, 150 cv,                 40               ,                  Barcelona             ,2022,https://www.coches.com/km0/seminuevo-jeep-compass-13-gse-t4-s-4x2-150-dct-en-barcelona.htm?id=6823145,Compass,Jeep
3300,                 Audi A1  Sportback 30 TFSI             ,18.0, Gasolina, 116 cv,                 75.254               ,                  Barcelona             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-audi-a1-sportback-30-tfsi-en-barcelona.htm?id=6823143,A1,Audi
3301,                 Fiat Scudo  Furgón 1.5BlueHDI             ,27.4, Diesel, 120 cv,                 10               ,                  Illes Balears             ,2022,https://www.coches.com/km0/seminuevo-fiat-scudo-furgon-15bluehdi-l2-business-120-en-illes+balears.htm?id=6823089,Scudo,Fiat
3302,                 Opel Combo  1.6CDTI Cargo S&S             ,9.9, Diesel, 105 cv,                 146.000               ,                  Madrid             ,2015,https://www.coches.com/coches-segunda-mano/ocasion-opel-combo-16cdti-cargo-s_s-l2h1-increm-105-en-madrid.htm?id=6823013,Combo,Opel
3303,                 Lexus RC  300h Executive             ,26.9, Híbrido, 223 cv,                 57.000               ,                  Barcelona             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-lexus-rc-300h-executive-en-barcelona.htm?id=6823011,RC,Lexus
3304,                 Citroen C4 ë - Feel 100kW             ,27.8, Eléctrico, 136 cv,                 4.500               ,                  Asturias             ,2021,https://www.coches.com/km0/seminuevo-citroen-c4-e---feel-100kw-en-asturias.htm?id=6822977,C4,Citroen
3305,                 Kia Carnival  2.9CRDI EX-Concept             ,5.2, Diesel, 185 cv,                 212.146               ,                  Sevilla             ,2007,https://www.coches.com/coches-segunda-mano/ocasion-kia-carnival-29crdi-ex-concept-en-sevilla.htm?id=6822961,Carnival,Kia
3306,                 Hyundai Ioniq  PHEV 1.6 GDI Style             ,23.2, Híbrido, 141 cv,                 12.899               ,                  Valencia             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-ioniq-phev-16-gdi-style-en-valencia.htm?id=6822861,Ioniq,Hyundai
3307,                 Mercedes Clase A 200 7G-DCT             ,25.9, Gasolina, 163 cv,                 56.915               ,                  Sevilla             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-200-7g-dct-en-sevilla.htm?id=6822713,Clase,Mercedes
3308,                 Peugeot 3008  1.5BlueHDi Allure             ,27.29, Diesel, 130 cv,                 9.870               ,                  Toledo             ,2021,https://www.coches.com/km0/seminuevo-peugeot-3008-15bluehdi-allure-pack-s_s-130-en-toledo.htm?id=6822515,3008,Peugeot
3309,                 Mercedes Clase E Estate 200d             ,16.999, Diesel, 150 cv,                 173.000               ,                  Alicante             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+e-e-estate-200d-9g-tronic-en-alicante.htm?id=6822379,Clase,Mercedes
3310,                 Fiat Fiorino Fiorino Cargo 1.3Mjt             ,7.9, Diesel, 75 cv,                 99.000               ,                  Madrid             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-fiat-fiorino+comercial-fiorino-cargo-13mjt-clase-2-55kw-e5+-en-madrid.htm?id=6822291,Fiorino,Fiat
3311,                 Ford S-Max  2.5 Titanium             ,6.2, Gasolina, 220 cv,                 235.200               ,                  Murcia             ,2007,https://www.coches.com/coches-segunda-mano/ocasion-ford-s-max-25-titanium-en-murcia.htm?id=6822255,S-Max,Ford
3312,                 Audi Q5  2.0TDI Design 110kW             ,26.5, Diesel, 150 cv,                 99.000               ,                  Sevilla             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-audi-q5-20tdi-design-110kw-en-sevilla.htm?id=6822191,Q5,Audi
3313,                 Bmw X1  sDrive 18d             ,18.99, Diesel, 150 cv,                 74.996               ,                  Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x1-sdrive-18d-en-madrid.htm?id=6822041,X1,Bmw
3314,                 Hyundai Tucson  1.6 CRDI Klass 4x2             ,23.99, Diesel, 115 cv,                 21.770               ,                  Valencia             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-tucson-16-crdi-klass-4x2-en-valencia.htm?id=6821887,Tucson,Hyundai
3315,                 Kia Sportage  1.6 CRDi Business             ,16.0, Diesel, 115 cv,                 134.717               ,                  Pontevedra             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-kia-sportage-16-crdi-business-4x2-115-en-pontevedra.htm?id=6821885,Sportage,Kia
3316,                 Volkswagen  1.4 ACT TSI Advance             ,21.99, Gasolina, 150 cv,                 76.898               ,"                  Coruña, A             ",2018,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-tiguan-14-act-tsi-advance-110kw-en-coruna+a.htm?id=6821873,1.4,Volkswagen
3317,                 Cupra Ateca Cupra  2.0 TSI 300             ,33.69, Gasolina, 300 cv,                 28.000               ,                  Barcelona             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-cupra-ateca-cupra--20-tsi-300-dsg-4drive-en-barcelona.htm?id=6821171,Ateca,Cupra
3318,                 Volkswagen  2.0TDI Sport 4Motion             ,35.9, Diesel, 240 cv,                 46.890               ,                  Barcelona             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-tiguan-20tdi-sport-4motion-dsg-176kw-975-en-barcelona.htm?id=6821069,2.0TDI,Volkswagen
3319,                 Mercedes Clase GLC 250 4Matic Aut.             ,38.99, Gasolina, 211 cv,                 19.800               ,                  Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+glc-glc-250-4matic-aut-en-madrid.htm?id=6820931,Clase,Mercedes
3320,                 Ford Kuga  1.5 EcoBoost ST-Line             ,19.39, Gasolina, 150 cv,                 36.196               ,                  Madrid             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-ford-kuga-15-ecoboost-st-line-x-fwd-150-en-madrid.htm?id=6820921,Kuga,Ford
3321,                 Mercedes Clase CLA Shooting Brake             ,18.9, Diesel, 136 cv,                 100.345               ,"                  Coruña, A             ",2016,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+cla-cla-shooting-brake-200cdi-en-coruna+a.htm?id=6820755,Clase,Mercedes
3322,                 Opel Vectra  1.9CDTI 8v Cosmo             ,2.65, Diesel, 120 cv,                 105.000               ,                  Alicante             ,2005,https://www.coches.com/coches-segunda-mano/ocasion-opel-vectra-19cdti-8v-cosmo-en-alicante.htm?id=6820381,Vectra,Opel
3323,                 Citroen C4  1.5 BlueHDI S&S Feel             ,21.0, Diesel, 130 cv,                 0               ,                  Burgos             ,2022,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-feel-pack-eat8-130-en-burgos.htm?id=6820365,C4,Citroen
3324,                 Citroen C4  1.5 BlueHDI S&S Feel             ,21.0, Diesel, 130 cv,                 0               ,                  Burgos             ,2022,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-feel-pack-eat8-130-en-burgos.htm?id=6820363,C4,Citroen
3325,                 Citroen C3  Puretech S&S Feel             ,15.49, Gasolina, 110 cv,                 27.800               ,                  Granada             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3+aircross-puretech-s_s-feel-110-en-granada.htm?id=6820313,C3,Citroen
3326,                 Seat Alhambra  2.0TDi Reference             ,4.8, Diesel, 140 cv,                 263.000               ,                  Madrid             ,2008,https://www.coches.com/coches-segunda-mano/ocasion-seat-alhambra-20tdi-reference-plus-en-madrid.htm?id=6820283,Alhambra,Seat
3327,                 Skoda Fabia  1.0 TSI Active 70kW             ,13.7, Gasolina, 95 cv,                 15               ,                  Asturias             ,2022,https://www.coches.com/km0/seminuevo-skoda-fabia-10-tsi-active-70kw-en-asturias.htm?id=6820235,Fabia,Skoda
3328,                 Citroen C4  1.2 PureTech Feel 82             ,8.995, Gasolina, 82 cv,                 122.000               ,"                  Palmas, Las             ",2015,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c4+cactus-12-puretech-feel-82-en-palmas+las.htm?id=6820205,C4,Citroen
3329,                 Nissan Leaf  40 kWh N-Connecta             ,23.245, Eléctrico, 150 cv,                 0               ,"                  Rioja, La             ",2022,https://www.coches.com/km0/seminuevo-nissan-leaf-40-kwh-n-connecta-en-rioja+la.htm?id=6820041,Leaf,Nissan
3330,                 Nissan Leaf  40 kWh N-Connecta             ,23.245, Eléctrico, 150 cv,                 0               ,                  Vizcaya             ,2022,https://www.coches.com/km0/seminuevo-nissan-leaf-40-kwh-n-connecta-en-vizcaya.htm?id=6820037,Leaf,Nissan
3331,                 Nissan Leaf  40 kWh N-Connecta             ,23.245, Eléctrico, 150 cv,                 0               ,                  Cantabria             ,2022,https://www.coches.com/km0/seminuevo-nissan-leaf-40-kwh-n-connecta-en-cantabria.htm?id=6820035,Leaf,Nissan
3332,                 Peugeot Rifter  1.5BlueHDI S&S             ,19.768, Diesel, 100 cv,                 2               ,                  Madrid             ,2022,https://www.coches.com/km0/seminuevo-peugeot-rifter-15bluehdi-s_s-active-pack-business-standard-100-en-madrid.htm?id=6819979,Rifter,Peugeot
3333,                 Volvo V40  D2 Kinetic 115             ,8.9, Diesel, 115 cv,                 171.620               ,                  Madrid             ,2014,https://www.coches.com/coches-segunda-mano/ocasion-volvo-v40-d2-kinetic-115-en-madrid.htm?id=6819975,V40,Volvo
3334,                 Peugeot 208  1.5 BlueHDi S&S             ,16.6, Diesel, 100 cv,                 0               ,                  Burgos             ,2022,https://www.coches.com/km0/seminuevo-peugeot-208-15-bluehdi-s_s-active-100-en-burgos.htm?id=6819887,208,Peugeot
3335,                 Peugeot 208  1.5 BlueHDi S&S             ,16.6, Diesel, 100 cv,                 0               ,                  Burgos             ,2022,https://www.coches.com/km0/seminuevo-peugeot-208-15-bluehdi-s_s-active-100-en-burgos.htm?id=6819883,208,Peugeot
3336,                 Citroen C4  1.5 BlueHDI S&S             ,22.7, Diesel, 130 cv,                 0               ,                  Burgos             ,2022,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-shine-eat8-130-en-burgos.htm?id=6819799,C4,Citroen
3337,                 Citroen C4  1.5 BlueHDI S&S             ,22.7, Diesel, 130 cv,                 0               ,                  Burgos             ,2022,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-shine-eat8-130-en-burgos.htm?id=6819789,C4,Citroen
3338,                 Citroen C4  1.5 BlueHDI S&S Feel             ,17.6, Diesel, 110 cv,                 0               ,                  Burgos             ,2022,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-feel-110-en-burgos.htm?id=6819715,C4,Citroen
3339,                 Citroen C4  1.5 BlueHDI S&S Feel             ,17.6, Diesel, 110 cv,                 0               ,                  Burgos             ,2022,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-feel-110-en-burgos.htm?id=6819711,C4,Citroen
3340,                 Cadillac CTS  3.6L V6 VVT Sport             ,6.98, Gasolina, 258 cv,                 43.510               ,                  Madrid             ,2007,https://www.coches.com/coches-segunda-mano/ocasion-cadillac-cts-36l-v6-vvt-sport-luxury-aut-en-madrid.htm?id=6806250,CTS,Cadillac
3341,                 Peugeot 308  1.6 BlueHDi Business             ,9.8, Diesel, 120 cv,                 108.000               ,                  Madrid             ,2015,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-308-16-bluehdi-business-line-120-en-madrid.htm?id=6806050,308,Peugeot
3342,                 Seat Arona  1.0 TSI S&S Style 110             ,16.9, Gasolina, 110 cv,                 20.970               ,                  Vizcaya             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-seat-arona-10-tsi-s_s-style-110-en-vizcaya.htm?id=6805870,Arona,Seat
3343,                 Smart Forfour  Electric Drive             ,13.595, Eléctrico, 82 cv,                 23.184               ,                  Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-smart-forfour-electric-drive-en-madrid.htm?id=6805560,Forfour,Smart
3344,                 Smart Forfour  Electric Drive             ,13.495, Eléctrico, 82 cv,                 30.789               ,                  Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-smart-forfour-electric-drive-en-madrid.htm?id=6805528,Forfour,Smart
3345,                 Smart Forfour  Electric Drive             ,13.595, Eléctrico, 82 cv,                 24.217               ,                  Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-smart-forfour-electric-drive-en-madrid.htm?id=6805508,Forfour,Smart
3346,                 Smart Forfour  Electric Drive             ,12.995, Eléctrico, 82 cv,                 30.366               ,                  Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-smart-forfour-electric-drive-en-madrid.htm?id=6805504,Forfour,Smart
3347,                 Smart Fortwo  Cabrio EQ Prime             ,18.695, Eléctrico, 82 cv,                 16.692               ,                  Madrid             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-smart-fortwo-cabrio-eq-prime-en-madrid.htm?id=6805470,Fortwo,Smart
3348,                 Smart Forfour  EQ             ,16.295, Eléctrico, 82 cv,                 2.619               ,                  Madrid             ,2020,https://www.coches.com/km0/seminuevo-smart-forfour-eq-en-madrid.htm?id=6805458,Forfour,Smart
3349,                 Smart Fortwo  Cabrio Electric Drive             ,14.495, Eléctrico, 82 cv,                 25.018               ,                  Madrid             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-smart-fortwo-cabrio-electric-drive-en-madrid.htm?id=6805422,Fortwo,Smart
3350,                 Mercedes Clase E AMG 43 4Matic             ,56.495, Gasolina, 401 cv,                 17.368               ,                  Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+e-e-amg-43-4matic-9g-tronic-en-madrid.htm?id=6805412,Clase,Mercedes
3351,                 Renault Master  2.5dCi Ch.Cb. 3500             ,9.99, Diesel, 120 cv,                 249.500               ,                  Castellon             ,2006,https://www.coches.com/coches-segunda-mano/ocasion-renault-master-25dci-chcb-3500-largo-120-en-castellon.htm?id=6804868,Master,Renault
3352,                 Mercedes Citan  Tourer 111CDI Select             ,10.99, Diesel, 111 cv,                 80.000               ,                  Sevilla             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-citan-tourer-111cdi-select-en-sevilla.htm?id=6803668,Citan,Mercedes
3353,                 Hyundai Bayon  1.0 TGDI Maxx             ,17.49, Gasolina, 100 cv,                 10               ,                  Avila             ,2022,https://www.coches.com/km0/seminuevo-hyundai-bayon-10-tgdi-maxx-en-avila.htm?id=6803666,Bayon,Hyundai
3354,                 Opel Combo  Life 1.5TD S/S             ,20.24, Diesel, 130 cv,                 57.570               ,                  Sevilla             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-opel-combo-life-15td-ss-innovation-l-130-en-sevilla.htm?id=6803514,Combo,Opel
3355,                 Volkswagen Golf  2.0TDI R-Line DSG             ,24.7, Diesel, 150 cv,                 35.009               ,                  Malaga             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-20tdi-r-line-dsg-110kw-en-malaga.htm?id=6803132,Golf,Volkswagen
3356,                 Porsche 911  Turbo             ,72.5, Gasolina, 480 cv,                 100.894               ,                  Madrid             ,2009,https://www.coches.com/coches-segunda-mano/ocasion-porsche-911-turbo-en-madrid.htm?id=6803018,911,Porsche
3357,                 Volkswagen Golf  1.6TDI CR BMT             ,13.3, Diesel, 105 cv,                 70.587               ,                  Madrid             ,2013,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-16tdi-cr-bmt-advance-105-en-madrid.htm?id=6802954,Golf,Volkswagen
3358,                 Chevrolet Aveo  1.3D LT             ,7.3, Diesel, 75 cv,                 94.371               ,                  Madrid             ,2012,https://www.coches.com/coches-segunda-mano/ocasion-chevrolet-aveo-13d-lt-en-madrid.htm?id=6802894,Aveo,Chevrolet
3359,                 Audi A1  Sportback 1.0 TFSI             ,14.579, Gasolina, 95 cv,                 45.921               ,                  Madrid             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-audi-a1-sportback-10-tfsi-adrenalin2-en-madrid.htm?id=6802852,A1,Audi
3360,                 Suzuki Grand Gran Vitara 2.0 HDI             ,7.0, Diesel, 110 cv,                 285.000               ,                  Jaen             ,2004,https://www.coches.com/coches-segunda-mano/ocasion-suzuki-grand+vitara-gran-vitara-20-hdi-dlx-en-jaen.htm?id=6797064,Grand,Suzuki
3361,                 Audi A1  Sportback 30 TFSI S             ,19.9, Gasolina, 116 cv,                 60.462               ,                  Granada             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-audi-a1-sportback-30-tfsi-s-line-en-granada.htm?id=6797050,A1,Audi
3362,                 Lexus UX  250h Executive             ,28.091, Híbrido, 184 cv,                 5.157               ,                  Madrid             ,2020,https://www.coches.com/km0/seminuevo-lexus-ux-250h-executive-navigation-4wd-en-madrid.htm?id=6796802,UX,Lexus
3363,                 Kia Ceed Cee´d 1.4 Concept             ,8.9, Gasolina, 100 cv,                 107.678               ,                  Madrid             ,2014,https://www.coches.com/coches-segunda-mano/ocasion-kia-ceed-ceed-14-concept-en-madrid.htm?id=6796786,Ceed,Kia
3364,                 Renault Clio  1.6 Mónaco GP RS             ,14.766, Gasolina, 200 cv,                 146.595               ,                  Madrid             ,2015,https://www.coches.com/coches-segunda-mano/ocasion-renault-clio-16-monaco-gp-rs-edc-200-en-madrid.htm?id=6796646,Clio,Renault
3365,                 Mercedes Clase CLA 220CDI 7G-DCT             ,19.4, Diesel, 170 cv,                 148.039               ,                  Madrid             ,2013,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+cla-cla-220cdi-7g-dct-en-madrid.htm?id=6796600,Clase,Mercedes
3366,                 Peugeot 3008  1.2 S&S PureTech             ,23.9, Gasolina, 130 cv,                 8.635               ,                  Barcelona             ,2020,https://www.coches.com/km0/seminuevo-peugeot-3008-12-s_s-puretech-allure-pack-130-en-barcelona.htm?id=6795946,3008,Peugeot
3367,                 Mercedes Clase B 250e 8G-DCT             ,34.9, Híbrido, 218 cv,                 5.700               ,"                  Palmas, Las             ",2020,https://www.coches.com/km0/seminuevo-mercedes-clase+b-b-250e-8g-dct-en-palmas+las.htm?id=6795748,Clase,Mercedes
3368,                 Seat León  ST 2.0TDI CR S&S             ,22.9, Diesel, 150 cv,                 17.868               ,                  Lugo             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-st-20tdi-cr-s_s-xcellence-dsg-7-150-en-lugo.htm?id=6795674,León,Seat
3369,                 Peugeot Partner  Furgón 1.6HDI             ,7.0, Diesel, 75 cv,                 124.950               ,                  Barcelona             ,2013,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-partner-furgon-16hdi-confort-l1-en-barcelona.htm?id=6795472,Partner,Peugeot
3370,                 Toyota Yaris  120H 1.5 Style             ,15.99, Híbrido, 116 cv,                 19.000               ,"                  Palmas, Las             ",2021,https://www.coches.com/coches-segunda-mano/ocasion-toyota-yaris-120h-15-style-en-palmas+las.htm?id=6795028,Yaris,Toyota
3371,                 Mercedes Clase CLA 200d 7G-DCT             ,17.35, Diesel, 136 cv,                 137.000               ,                  Sevilla             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+cla-cla-200d-7g-dct-en-sevilla.htm?id=6794938,Clase,Mercedes
3372,                 Fiat 500L  1.6Mjt II S&S Lounge             ,9.9, Diesel, 105 cv,                 119.200               ,                  Guadalajara             ,2014,https://www.coches.com/coches-segunda-mano/ocasion-fiat-500l-16mjt-ii-s_s-lounge-105-en-guadalajara.htm?id=6794922,500L,Fiat
3373,                 Peugeot 5008  1.2 PureTech S&S             ,25.59, Gasolina, 130 cv,                 0               ,                  Sevilla             ,2022,https://www.coches.com/km0/seminuevo-peugeot-5008-12-puretech-s_s-active-pack-130-en-sevilla.htm?id=6794384,5008,Peugeot
3374,                 Peugeot 5008  1.2 PureTech S&S             ,24.99, Gasolina, 130 cv,                 0               ,                  Sevilla             ,2022,https://www.coches.com/km0/seminuevo-peugeot-5008-12-puretech-s_s-active-pack-130-en-sevilla.htm?id=6794378,5008,Peugeot
3375,                 Ford Transit  Mixta Trend 130             ,17.4, Diesel, 130 cv,                 146.000               ,                  Segovia             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-ford-transit-mixta-trend-130-en-segovia.htm?id=6794092,Transit,Ford
3376,                 Mercedes Clase A 180d             ,15.9, Diesel, 109 cv,                 104.523               ,                  Sevilla             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-180d-en-sevilla.htm?id=6794034,Clase,Mercedes
3377,                 Hyundai Tucson  1.6 TGDI Maxx Silver             ,25.5, Gasolina, 150 cv,                 0               ,                  Palencia             ,2022,https://www.coches.com/km0/seminuevo-hyundai-tucson-16-tgdi-maxx-silver-4x2-en-palencia.htm?id=6793834,Tucson,Hyundai
3378,                 Volkswagen Golf  Variant 2.0TDI CR             ,15.3, Diesel, 150 cv,                 99.484               ,                  Madrid             ,2014,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-variant-20tdi-cr-bmt-advance-150-en-madrid.htm?id=6793776,Golf,Volkswagen
3379,                 Mercedes Clase C 220D Elegance             ,1.8, Diesel, 95 cv,                 200.000               ,                  Sevilla             ,1996,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+c-c-220d-elegance-en-sevilla.htm?id=6793418,Clase,Mercedes
3380,                 Bmw X3  xDrive 20d             ,15.9, Diesel, 184 cv,                 138.366               ,                  Madrid             ,2011,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x3-xdrive-20d-en-madrid.htm?id=6788932,X3,Bmw
3381,                 Ford Focus  1.6TDCI Trend 90             ,2.9, Diesel, 90 cv,                 207.573               ,                  Madrid             ,2005,https://www.coches.com/coches-segunda-mano/ocasion-ford-focus-16tdci-trend-90-en-madrid.htm?id=6788850,Focus,Ford
3382,                 Peugeot 308  1.6e-HDI Business             ,10.5, Diesel, 115 cv,                 117.473               ,                  Madrid             ,2014,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-308-16e-hdi-business-line-en-madrid.htm?id=6788846,308,Peugeot
3383,                 Nissan Qashqai  1.5dCi Acenta 4x2             ,8.45, Diesel, 106 cv,                 112.480               ,                  Madrid             ,2009,https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-15dci-acenta-4x2-en-madrid.htm?id=6788668,Qashqai,Nissan
3384,                 Jaguar F-Pace  2.0D l4 MHEV             ,59.0, Diesel, 163 cv,                 18.500               ,                  Cadiz             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-jaguar-f-pace-20d-l4-mhev-standard-se-aut-awd-163-en-cadiz.htm?id=6788142,F-Pace,Jaguar
3385,                 Bmw Serie 6 640iA Cabrio             ,35.99, Gasolina, 320 cv,                 79.000               ,"                  Palmas, Las             ",2014,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+6-640ia-cabrio-en-palmas+las.htm?id=6788068,Serie6,Bmw
3386,                 Mini Countryman Mini  Cooper D             ,19.949, Diesel, 149 cv,                 99.950               ,                  Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-mini-countryman-mini--cooper-d-en-madrid.htm?id=6788028,Countryman,Mini
3387,                 Volkswagen  1.0 TSI Sport 85kW             ,17.95, Gasolina, 115 cv,                 49.000               ,"                  Palmas, Las             ",2019,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-t-cross-10-tsi-sport-85kw-en-palmas+las.htm?id=6787982,1.0,Volkswagen
3388,                 Bmw Serie 5 525d             ,1.9, Diesel, 163 cv,                 288.000               ,                  Albacete             ,2003,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+5-525d-en-albacete.htm?id=6787534,Serie5,Bmw
3389,                 Audi A3  Sportback 35 TFSI             ,20.89, Gasolina, 150 cv,                 18.773               ,                  Madrid             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-sportback-35-tfsi-design-s-tronic-110kw-en-madrid.htm?id=6787376,A3,Audi
3390,                 Seat León  1.0 TSI S&S Style 110             ,17.4, Gasolina, 110 cv,                 16.523               ,                  Guadalajara             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-10-tsi-s_s-style-110-en-guadalajara.htm?id=6787290,León,Seat
3391,                 Honda CR-V  1.5 VTEC Elegance             ,23.99, Gasolina, 173 cv,                 25.686               ,"                  Coruña, A             ",2018,https://www.coches.com/coches-segunda-mano/ocasion-honda-cr-v-15-vtec-elegance-navi-4x2-173-en-coruna+a.htm?id=6787066,CR-V,Honda
3392,                 Skoda Fabia  1.0 TSI Ambition             ,12.9, Gasolina, 95 cv,                 15.602               ,"                  Coruña, A             ",2021,https://www.coches.com/coches-segunda-mano/ocasion-skoda-fabia-10-tsi-ambition-70kw-en-coruna+a.htm?id=6787020,Fabia,Skoda
3393,                 Mercedes Clase X 250d Progressive             ,28.842, Diesel, 190 cv,                 75.000               ,                  Barcelona             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+x-x-250d-progressive-aut-en-barcelona.htm?id=6785624,Clase,Mercedes
3394,                 Kia Sportage  1.6 T-GDi GT Line             ,18.99, Gasolina, 177 cv,                 78.000               ,                  Barcelona             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-kia-sportage-16-t-gdi-gt-line-4x4-177-en-barcelona.htm?id=6785588,Sportage,Kia
3395,                 Kia Sportage  1.7CRDi VGT             ,16.729, Diesel, 115 cv,                 63.827               ,                  Madrid             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-kia-sportage-17crdi-vgt-eco-dynamics-drive-4x2-en-madrid.htm?id=6785562,Sportage,Kia
3396,                 Volkswagen  1.4 ACT TSI Advance             ,20.935, Gasolina, 150 cv,                 79.874               ,                  Madrid             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-tiguan-14-act-tsi-advance-110kw-en-madrid.htm?id=6785552,1.4,Volkswagen
3397,                 Bmw Serie 1 116i             ,10.9, Gasolina, 136 cv,                 141.690               ,                  Madrid             ,2012,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+1-116i-en-madrid.htm?id=6785546,Serie1,Bmw
